Date of Review,User,Usefulness Vote,Total Votes,User's Rating out of 10,Review Title,Review
30 September 2019,Easygoer10,4,5,3,Pure Rubbish/Action Without a Script,"I am happy for Mark Dacascos, ever since I first saw him fighting with (then against) his friend, Jason Momoa (and fellow Hawaiian) in ""Stargate Atlantis"". I know he worked hard to get where he is. He is a terrific stuntman and has a very high kick. Other than that small piece of observation, this is a pathetic film. It's all about money. If they have fun, that's great; however, this is a low-brow script. I love the variety of films Keanu Reeves has chosen in his career as an actor. This is (for me) as low as it gets. Take awat the action, and it is worthless; a big fat zero of a movie. It is great, if you're 13 years old. Chad Stahelski should truly stick to what he does best: Stunt choerography and coordination; otherwise, please do not direct any more of this pablum. Btw, it's funny to see Said Tagmaoui (a man 9 years younger than Keanu Reeves) call John Wick ""my son"". Too bad our friend Omar Sharif passed away, as he would have been so much better in that role (re: Lawrence of Arabia"" and ""Hidalgo""). ZSave youre money, people. Theu should have quit after the first film, which had a mediocre script, but was fair to good (at best)."
23 May 2019,fatelovesthefearless,38,68,1,Worst movie I've ever seen,"If I could give this movie zero stars I would. I can't believe people watch this crap! There's no real storyline and barely any dialogue. It's basically a whole lot of people trying to kill the same person for two hours and no one succeeding. He gets stabbed, hit by cars, shot at by multiple shooters at the same time but apparently he is invincible. People get killed in the middle of grand central station and no one notices. And some of the assassins have the chance to kill John wick but don't take it because he's so famous it's an honour to fight him and then he kills them. Absolutely the most stupid, illogical and violent movie in existence. I worry for the fate of humanity if this passes as good entertainment."
19 May 2019,tequila3434,18,30,5,"For the most part, this was a laughable snoozefest.","This movie did not live up to expectations. I cannot be the only one that noticed the laughable choreography during the fight scenes at times. It's just silly and exaggerated. In the scene where John is getting thrown into glass back and forth, you can literally see the actor running towards the glass purposely. Also the ending was a snoozefest and preposterous. No would survive getting shot four times and falling down a roof like that. And yet less than 1 minute after he falls he is able to climb up and leave, let alone even be conscious? Come on. The action scenes were laughable and overdone. Not one main ""good"" character mortally wounded during an ambush? Definitely don't go into this movie with high expectations. They are being way too forced now."
16 May 2019,kmylwnas,134,264,3,"Zero plot, makes zero sense","PROS: Nice action for most part, although having John Wick killing everybody for 2 hours leads to some repetitive death/fight patterns and yawns. Very good photography and some cool visuals.CONS: No script whatsoever, almost no dialogue (and when there is some it seems like a 7 year old Stallone wrote it, plus almost all lines are delivered badly by the cast). Makes zero sense (they had so many chances to kill off john wick but left him alive only so that wick could kill them instead) . Has no plot! Just fights and fights. Should end sooner, can't make a two hour movie with kicks and shoots only. I regretted buying a ticket for this."
27 May 2019,josephmpapp,24,43,1,You shouldn't be bored during a knife fight.,"I left the theater once Count Orlok (Ajudicator) showed up. Her acting was the worst I've seen. If she wants to play C3PO, try out for Star Wars. But this was the final straw for this movie.The library fight was ok. The knife fight was overly boring and I couldn't wait for it to be over. The horses stable was even worse. When there's action, we should be engaged. Problem is, this action spoiled the bed. What is there to see after you watch John Wick shove a knife into a guy's eyeball? Especially after he breaks a guy's jaw and neck with a book? They blew their load too early and the movie became repetitive and gratuitous.
The sets looked good, the lighting was awesome, the choreography was well executed, and the other people seemed to have fun. I didn't and that sucks."
11 June 2019,evan_harvey,7,11,2,Completely terrible,"John Wick 1 was pretty good. A little uneven here and there, but some great style and energy.John Wick 2 was over the top cartoonish, but pretty great. Unexpectedly continued the story in an interesting way. It expanded the whole ""assassin's underworld"" - they're every second person in NY - to ridiculous levels, but it was still pretty good. The plot didn't really get in the way of all the action.John Wick 3 - bloody hell. Why? Why?! What were they thinking?So yea, it continues the story, but in the most boneheaded way possible. John Wick is running - okay, cool. He has a marker?! Wow! I wonder if he'll use it to do something cool - no, he doesn't.The High Table sends an adjudicator and punishes those who assisted John? I wonder if they'll fight back - no, they don't.John Wick instead goes to the desert (where apparently - ""the Elder"" - the mysterious leader of the literally millions of assassins lives like some quasi-Egyptian/Arab Bedouin nomad king - does he have an internet connection out there?) and literally cuts his finger off to get a second chance to rejoin the assassin fraternity. Then when the characters he's sent to kill says ""Hey, don't kill me. Fight against the High Table"", John Wick says, ""Oh yeah, great idea."" While he's standing there with his finger cut off... #$%& me - how stupid can they make this story?Like, literally, what the hell? The script is so completely retarded. It wrecks the whole film. It's all pointless - maybe that was the director's point?John Wick 2 set the film up so well, and #3 just sh#ts all over it. Absolutely hated it. 0 out of 10, but I gave it 2 in the hopes that they fire the director and hire better writers for #4."
15 May 2019,brandonmckay8,22,44,9,The action never stops!,"The movie picks up right where 2 ended & straight away we have action, the movie does not let up. It's action upon action. The second fight scene was my favourite of the movie, some of the deaths are extremely extra & I loved it. Halle Berry is a complete badass in this & the shootout is incredible (Thankfully they didn't kill another dog ;)) It got a bit over the top towards the end but all in all it was another great instalment of an amazing action series. Sets it up for a 4th!"
25 May 2019,calipsso,198,326,5,Just stupid and irational,"Great action scenes, ofcourse...
If everyone is looking for you, why are you walking in the midle of the street?
No real motives of the characters, no good story, just dumb."
29 September 2019,Foxtrot-Alpha777,6,9,1,The epitome of flogging a dead horse.,"The first John Wick was acceptable, the second was labouring the point but this was just regurgitating the same old bland fight scenes with no conceivable benefit. At least the first one had a story, hardly a mind blowing story but at least it had one. I assume the screenwriter for this one completed it in a day whilst having a 6 hour lunch break with plenty of alcohol.What I actually find bewildering is they have set it up for the forth chapter, there is no way that they can recover this franchise from such a dire film. It will make money but at what cost to the actors dignity."
8 June 2019,billweiner,45,80,1,No Storyline,This movie was only shoot em up and dogs attacking crotches. There is no story at all.
27 May 2019,jboothmillard,6,11,6,John Wick: Chapter 3 - Parabellum,"The first film was a surprise box office hit, and naturally a sequel followed, which ended on a cliffhanger, I saw them both on DVD or online, this was going to be the first of the films I would see in the cinema, and I looked forward to it. Basically set an hour after the conclusion of the previous film, former hitman John Wick (Keanu Reeves) is now a marked man on the run in New York, he has been given one hour ""grace period"". After killing a crime lord of the High Table Santino D'Antonio, doing so unsanctioned in the New York City Continental, John has been declared ""excommunicado"", the bounty on his head stands at $14 million. Following the activation of the bounty, John reaches the New York Public Library and recovers a crucifix necklace and a ""marker"" medallion from cache hidden in a book. He fights his way through various assassins populating the city, until he reaches the Director (Anjelica Huston), a woman from his past, who accepts the crucifix as a ""ticket"" for safe passage to Casablanca, Morocco. The Director also brands Wick to signify that he has used up all his favours with her. Meanwhile, the Adjudicator (Asia Kate Dillon) meets with Winston (Ian McShane), the manager of the New York City Continental, and the Bowery King (Laurence Fishburne), the leader of a network of assassins. The adjudicator admonishes both for helping John Wick kill Santino D'Antonio, they are both are given seven days to give up their offices or face serious consequences. In Casablanca, John meets Sofia (Halle Berry), a former friend and the manager of the Casablanca Continental. He presents his marker and asks Sofia to honour it by helping him get to The Elder (Saïd Taghmaoui), a high-ranking member of the High Table, so that he can get the bounty relinquished. Sofia takes him to assassin Berrada (Jerome Flynn), who tells John that he will find the Elder by wandering through the desert until he cannot walk any longer. Berrada asks for one of Sofia's dogs in exchange for this information, she refuses, he shoots the dog (it survives with a bullet proof jacket). In rage, Sofia shoots Berrada, she and John fight their way through the various henchmen, until they escape the casbah and flee into the desert. Having fulfilled her marker, Sofia leaves John in the desert, he roams until he collapses from exhaustion. He is found by The Elder's men, and meeting the man himself, John explains his actions, saying he is desperate to live and ""earn"" the memory of the love he had with his wife. The Elder agrees to forgive John, only if he assassinates Winston and works for the High Table until his death. To show his commitment, John severs his ring finger and gives his wedding ring to The Elder. Meanwhile, the adjudicator has recruited the assassin Zero (Mark Dacascos) and his ""students"" to find and kill John. With Zero's help, the Director and the Bowery King are accosted for their actions, both are maimed as penance, the Bowery King almost fatally. John arrives back in New York City and is pursued by Zero's men but reaches the Continental and takes sanctuary. Winston encourages John not to die as a killer but as a man who loved and was loved by his wife. The adjudicator arrives, but Winston refuses to give up his office, and John refuses to kill Winston. Consequently, the adjudicator ""deconsecrates"" the Continental, allowing killing in the building. Zero and his men are notified by the adjudicator, two busloads of body-armoured High Table enforcers arrive. With the help of the hotel's concierge, Charon (Lance Reddick), John defends the Continental from the enforcers, killing them with armour-piercing shotgun shells. John is then ambushed by Zero and his ""students"", he defeats and kills all but two of the ""students"", then kills Zero. The adjudicator negotiates in a discussion with Winston, he offers penance to the High Table. John arrives, the adjudicator identifies him as a threat to the negotiation, so Winston shoots John repeatedly, causing John to fall from the Continental's roof. The Continental returns to operation, but the adjudicator informs Winston that John's body has disappeared and that he remains a threat to them. A wounded John Wick is taken to the heavily scarred Bowery King, who is angry with the High Table and will be fighting against them, John agrees to join him. Also starring Jason Mantzoukas as Tick Tock Man, Randall Duk Kim as Doctor and Gotham's Robin Lord Taylor as Administrator. Reeves remains cool and focused as the former assassin that will not be messed with, the revenge element has disappeared, the antihero is simply fighting for survival, it does not feel quite as fresh as before, the fights are well choreographed, but a little repetitive, but the escalating body count, over-the-top deaths and violence still just about work, it is still a worthwhile action thriller sequel. Good!"
9 April 2020,saadanathan,3,4,8,Great as the first two movies but one problem 8/10,"Spoilers!!!
First thing's first, I enjoyed the movie and thought it was great. The action sequences were amazing as always. The actors were good in portraying their characters and delivered a good performance. Keanu Reeves is at his best no doubt about it. But there was only one problem in the movie that bothered me. Something that didn't go quite well and that was the ending. When John wick got shot, fell down the building and went underground with Bowery king. It was kind of a disappointing ending. It felt like John wick ended up in the same place he was in the beginning of the movie, but now full of rage. I just don't think this was the way to end it. Of course the movie ended that way to give the audience high hopes for the next chapter but still. Way end a movie the same way it started more or less???. For me, that was the only flaw. The rest was good enough."
18 May 2019,Mehki_Girl,4,6,8,"The Dogs, The Dogs The Dogs",Who doesn't like dogs? And badass ones at that?I never saw the first two John Wicks. I like action films and I'm sorry I missed them.Non-stop action. And one of the best action scenes was with those two badass dogs!
18 May 2019,stevendbeard,13,29,10,Adrenaline Rush,"I saw ""John Wick:Chapter 3_Parabellum"", starring Keanu Reeves-Knock Knock, The Day the Earth Stood Still_2008; Halle Berry-Kidnap, the X_Men movies; Ian McShane-American Gods_tv, Hot Rod; Mark Dacascos-Hawaii Five_O_tv, Agents of S.H.I.E.L.D._tv and Asia Kate Dillion-Billions_tv, Orange is the New Black_tv.
This is the third in the series-the first one was in 2014 & the second one in 2017-and it starts about 30 minutes after the second one ended. Keanu is on the run after being declared excommunicado for killing a member of the International Assassin's Guild on sacred protected ground-Ian's hotel-and he was given a one hour head start before the dogs are let loose. A $14 million dollar bounty is put on his head and anyone that helps him would be in trouble too, so almost everybody wants a piece of him. Halle plays an old friend of Keanu's-he helped her once before and she owes him a favor so he is wanting to collect it. Asia plays the Adjudicator-she enforces the rules and has hired help to make sure things run smoothly. Mark is one of those hired help. The fights are incredible. And I mean all kinds of fights; martial arts, guns, motorcycles....even horseback. For you sports fans, Keanu has a fight with NBA player Boban Marjanovic-he is 7 foot 3 inches tall-and it is amazing. FYI: Parabellum has two meanings. First, it is Latin for Prepare For War. Second, it is the name of a 9mm handgun cartridge. I have heard that this will be the last one in the John Wick series but it ends with a set up for #4-I don't know, I guess we will just have to wait and see. This one is definitely the best of the three.
It's rated ""R"" for strong violence and language and has a running time of 2 hours & 10 minutes.
I loved this adrenaline rush and I can't wait to buy it on Blu-Ray."
3 December 2019,pd-19490,7,10,5,They should have stopped with the last sequel,"I saw this on a plane and glad I didn't pay to see it. It's not bad enough to stop watching but it's ridiculously over-the-top and repeats the formula of the last one. John Wick cannot die and it's him against the world basically in this one. The first film was great and completely unexpected. Then they made the second one, which was still good, but delved into ridiculous territory. And now there's this one where he's literally killing crowds of people for most of the film and riding a horse at one point through the city. It's become a parody sadly."
17 August 2019,busstofess,30,56,5,Should have been called John Wick Masscacre.,"I very rarely write reviews but I'm quite disappointed. The first movie deserves the highest rating of the three so far and it was my personal favorite of the franchise. It was different and a refreshing take on a revenge movie and to be honest, I was skeptical from the very start that they made a third. The second was OK but not great either. Don't listen to these high ratings, listen to your average movie goer. The high ratings clearly comes from the movie industry. Should have been called John Wick Masscacre, my goodness. All that violence and for what? The first 20 minutes were great but it gets repetitive and boring and just plain stupid. If you love action that's ridiculous and aren't bothered by a weak plot then you'll like it but other than that. Just an OK movie, nothing fantastic. Oh and by the way, John Wick will bring down the High Table with ease it seems. He can fight like a gamer using cheats. Just awesome."
7 February 2020,jaz-15552,2,2,5,Way too much action,"The action in this film is way too much and way over the top, it makes it unbelievable. How many opponents can you defeat barehanded . I must admit I have fast-forwarded a few times during the action scenes as they were boring. The end of the movie is working its way to and creating an opening for John Wick 4. Also very unbelievable as in the final scene John drops from the top floor of a building hitting the fire staircase with his body and head and drops at least 15 metres from that point onto the pavement. Nobody can survive a fall like that, but when they start looking for the body it's gone."
5 December 2019,blrnani,4,6,4,This film is so stupid I just started laughing at the silliness,"I'd rated the first two at 6/10 - decent action films that had some sort of story thread. That was abandoned this time round. Think of those horror films which don't amount to anything more than 1001 different ways to kill someone as gruesomely as possible. After a while it just became tedious, with a few over the top moments for the sadists in our midst - do we really need to see a knife slowly being forced into and through a person's eye and into their brain (with no more motive to hate the guy than him being one of the multitude of assassins trying to kill the hero)? As for the imperviousness of the hero, it's no good showing him being stabbed, shot and beaten up if the result is that he just keeps going and never gets hit by a bullet from someone (multiple supposedly highly trained assassins) simply standing back and taking him out. Instead they all dutifully cue up to have a go at him, with one arm, then the other, then a foot...
The film's effort to portray some kind of code of honour was also absurd, given the flexibility that saw it all boiled down to 'kill or be killed'.
Halle Berry gives us the only decent scene, when she goes into full warrior mode because a guy ruthlessly killed her dog (tho' we later see both dogs in action during the escape - evidently it was as bullet-proof as the hero). If there has to be a JW4 - and everything was set up for yet another sequel - at least bring her back to lend a bit of class to the proceedings."
16 May 2019,stevenrotherforth,7,13,8,A masterclass in action movie making!,"John Wick: Chapter 3 ParabellumSo the easiest way to sum up JW3 is that if like me you enjoyed the first two instalments then this third outing for Baba Yaga will be right up your street.
The plot is thin and simple.
John is on the run from every hitman and assassin on the planet and he must come up with some rather creative ways in which to stay alive.JW3 is a masterclass in action movie making.
I truly believe stuntmen and women should get Oscars.
The work gone into making this sequel is groundbreaking in terms of practical stunts and effects.
There also should be a category for best performance in an action role. In which Keanu Reeves would win hands down.
In my review for JW2 I said the film left me fatigued with too much repetition.
Only after buying the Blu-ray of that movie did I truly appreciate it.
JW3 on the other hand isn't repetitive in terms of the action sequences.
There's some real creativity gone into developing every action scene.
Inventive and impressive are words that can be used to describe each set piece.
The opening fight sequence involving a rather tall gentleman and a book sets the tone.
Then we are treated to knife fights. Fights on horseback, Fights on motorcycles,Fights with guns. Lots of guns!
Oh and there's Halle Berry's attack dogs which are awesome!
Speaking of Miss Berry. She's fantastic and really sells her action scenes.
Sadly though she's a little under-utilised. Her part isn't as big as the trailers would have you believe.
There's strong support from 90's straight to video star Mark Dacascos.
It was nice to see him again. He's an accomplished martial artist who never really got the recognition he deserved during his heyday.JW3 is going to be a fine looking movie when it makes its way on to 4K Blu-ray. I believe the HDR in this film will look sublime.
The film projected well in the theatre and often cinema screens can look a tad murky.
In terms of sound design this film sounded amazing.
The final shoot out was truly spectacular.
Each different gun having its own signature sound.
Bass was really punchy.
Every punch, kick and cracking bone could be heard to earsplitting effect.In terms of plot and storytelling this is where the film stumbles a little. My score for this movie kept fluctuating due to the convoluted plot.
I think the scriptwriters have tried to build a franchise out of the first films simple premise and it is always apparent that it seems forced.
A minor gripe because in terms of the action genre all the John Wick movies must be regarded as all time greats.
The JW franchise will become classics of the genre unlike the tripe certain over the hill action stars churn out. (I'll name no names but a fat guy with a goatee and a ponytail springs to mind).
JW will be a classic because they're inventive, well shot and expertly made.
Every punch, kick and shot to the head can be seen.
There's no shaky-cam. No choppy editing hiding the fact that the actors can't do the business.
The audience are treated to a visual chaotic feast of violence.
If indeed this type of thing is up your street then JW3 is going to be one for your Blu-ray collection.
A film that if judged solely on its action set pieces then it's the best of the three.
However overall as a movie we the audience aren't emotionally connected to JW3 as we were with the first film.
It has a over convoluted plot that expands on the second films flaws.
Still I'm up for John Wick: Chapter 4, I'll be there opening night."
20 May 2019,harsh-parasharth,25,45,1,Reality,Over hyped with weak story line. Action sequence is okayish.. akin to advanced Chinese movies
24 November 2019,BLAlley,2,2,4,The Definition Of Going Off The Rails,"I really enjoyed John Wick and thought it was a breath of fresh air in the action-crime movie sphere. The character's motivations were relatable and the action was clever and often original.
The sequels have both been huge disappointments, seemingly made by people with only a passing knowledge of the first movie.
In John Wick it's established that he is a master assassin able to slip in and out without detection. A ghost. It also establishes he is a stickler for the rules.
John Wick 2 kicks off with John doing something he doesn't want to do becasue someone takes advantage of his respect for the rules. Not only does the movie later contradict that respect, but his execution of the contract is incredibly sloppy, walking directly through the party so everyone can recognize him.
This movie is ridiculous. They've turned John into a superhuman who can survive stabbings, gun shots, punches, and falling off a tall building while hitting every obstacle possible on the way down. Worse, it's also mean-spirited and incredibly repetitive, devolving into a tiresome exercise in ""How can we kill the next guy creatively?"". How am I supposed to root for a guy who broke the rules and ends up murdering dozens of people who are faithfully attempting to collect on a legitimate contract? The Adjudicator wasn't the antagonist here nor were any of the other assassins. John Wick is the antagonist."
17 May 2019,obispo2000,16,30,10,Third installment of one of the best action movie series ever,"If you saw the first two episodes, there is no need to tell you to watch the third one. If not, go and watch the previous episodes and then the third one.
You get what you expected you would get. The best action movie of the year so far.
Spoiler: Apparently not the last movie of the series."
