Date of Review,User,Usefulness Vote,Total Votes,User's Rating out of 10,Review Title,Review
6 May 2012,loganmarada,2,7,7,"The Avengers achieves its goal, but could it have been better?","Walking into The Avengers I was expecting a total ""popcorn"" film with great visuals, explosions, and awesome fighting. I got that, but I also got a pretty good story, great comical dialogue, and a great mix of badass-ery and fun. I think their aim with this film was to have the awesome explosions, as well as the funny script make this movie enjoyable for the whole family. With this aim, I think they pulled it off flawlessly, the fighting sequences had you ready to stand up and applaud, and the lines were legitimately funny, and there wasn't a corny superhero line throughout the whole thing! Thank the lord. Now, to answer my question above, could it have been better? My answer is yes. I think the movie was a bit too predictable in ways, like how in every moment of trouble somebody comes out of nowhere and saves the day. I mean of course they can't have anything too extreme, but it was a bit campy in the sense of how Iron Man would fly out of nowhere and swoop somebody up seconds before the get destroyed. Also, the biggest problem I had was with Loki. Loki was a decent choice for the villain, but The Avengers had absolutely no trouble with him. Not at all. I mean, he is a GOD and they beat the crap out of him each moment before he got done talking. I almost felt like there really wasn't any struggle in this film, other than the city getting demolished, but in the end I was excited and had a great time watching it. I give The Avengers a 7 out of 10."
28 April 2012,Filmaddict94,2,5,8,The Avengers assembles mind-blowing!,"The Avengers ReviewOn Friday 27.04.2012 I dressed myself with my Captain America t-shirt, and went to watch The Avengers in 3D. I was really excited and the movie was mind-blowing. I was expecting this movie to be good, but not as great as it was. I can still criticize it a bit. I think that the way the characters were introduced was mostly good, but I think that the Iron Man introduction was not the best. I think they shouldn't showed Iron Man in his suit. For those viewers who haven't watched any of the earlier Iron Man movies; it would have been better if we saw Tony Stark/Iron Man without his suit. I think it's important that people who doesn't know the characters get to know the human inside the suit. That isn't much of a problem from me, who have seen Iron Man and Iron Man 2. This is just something which could have been a little bit better for those who have not seen any Iron Man movie. This movie is better than all The Transformers movies, but the same thing is repeated here. The thing that I'm talking about is that a kid is talking about what he saw, and he thinks its super cool and awesome. I've seen this in many movies before and I don't like it much. In reality it would have most likely have been considered a serious and dangerous incident. I don't think any kid would have reacted that way, because kids are smart enough to understand that what was happening was really dangerous. In this story, New York is being attacked from a different place in the universe. They get there through a portal that Loki opened for them. In this story everybody should still have been shocked after they won the war. I really don't think there would be anyone who was talking about it being cool. There is one woman who reacts in a much more realistic way, she was very thankful for Captain America and The Avengers saving her and them all. That is realistic; they should all be thankful, but not talking about it like it was being an action movie. What I mean is that in that situation a kid would be thankful, and not talking about how awesome it was. In this story it was real, and then I think it's weird that the kid is talking about it like it was an action movie. I know that this is a movie, where the main point is to make it a movie that the whole family can watch. I understand it well on the business part, because a movie that the whole family can watch is a movie that gets more tickets sold. They really need to make as much money as possible, when they have so expensive and amazing special effects. Not to speak of the costs of great actors, make up and great cameras. This is a hard movie to make, and how great it is impressive, there are many great movie makers behind the movie. Joss Whedon have done an amazing job directing this big movie. And Zak Penn did a great job writing the story for this movie, and also did Joss Whedon who's also the screenplay writer for this movie. The movie is an amazing mind- blowing breath-taking experience. I have never seen any superhero movie as amazing in special-effects. The movie has a great cast, with funny lines and you really get afraid if they will die in the fight. Because you like the characters so much, and thanks to the earlier movies you have begun to know them. Robert Downey Jr. is funny as in the earlier Iron man movies. And he plays his character confident, funny, wise and brave. Mark Ruffalo makes the Bruce Banner character a nice and smart person. When he's the Hulk, he is not nice, he is dangerous and wild. Chris Evans plays the Captain America character wise, brave and nice. Chris Hemsworth plays the Thor character confident, god-like, wise and nice. Tom Hiddleston plays his character evil, mad, wise and mighty. He is theatrical actor, who also according to an interview was inspired by Shakespeare's Richard the Third, when he was creating the Loki character with Joss Whedon. The movie is great movie, with good acting. Still I wonder how this movie would be, if it wasn't made to also fit for kids. Movies like The Dark Knight, Batman Begins and Watchmen, is great and not very child friendly. Again The Avengers is still great and I really enjoyed it. It's probably one of the best superhero movies ever made!"
3 January 2014,mattwebster077,0,1,10,Truly Amazing,"The Avengers is one heck of a film. It's got loads of action and adventure with a bit of comedy thrown in their as well. The casting was perfect as well! Robert Downy Jr as Iron Man: Amazing. Chris Hemsworth as Thor: Perfect. Samuel L Jackson as Nick Fury: Great. Tom Hiddleston as Loki, just wow. He has definitely shown Loki's sly and dangerous personality through his acting. The special effects were brilliant especially during the battle at Manhattan. Lots of explosions were their too! The Jatari (Loki's army) looked great and a little bit freaky as well. That is what you need to make a good evil alien army. The comedy was effective especially after hulk and Thor defeated the big..... um well alien thingy and then hulk just randomly punched Thor out of the picture. Great! I recommend this film to everyone, especially for Marvel fans and even for DC fans as well."
10 February 2014,spencerallred,0,2,9,A action film you do not want to miss,the end of phase 1 of the marvel cinematic universe this movie stars of all 5 marvel heroes as Loki wants the tesseract as he comes to earth and starts a war with all of these different aliens and creatures as well. i went to see this film with high expectations and what happened my expectations were met all of it every single part of the movie. this movie made me love the characters more than ever i mean Robert Downey Jr in my opinion was the best actor for marvel i mean no one else can really play iron man like he can i thought Samuel l Jackson did a fantastic job as nick fury he really added the tension and added that comic book type in himself as it seems. now how good was this movie its just not really good it is amazing the special effects were good the acting was good the directing and the editing was very well put together. spoilers ahead. hulk was by far the most interesting and most fun character in the movie this is the best hulk yet although i was kind of disappointed by how hulk did not get much screen time as much of the other characters did. some other minuses that i didn't like is that there are some parts where i got a little too winded out from all the action and yes thats my favorite kind of action but i felt like there were a little too much of it. there were lots of elements that were built into this movie where you can feel and see all of them. it does has its funny moments which i really like because without that element of laughter it would be too serious and i thought that they did really well with that part as for the setting i felt like there wasn't a lot of setting involved which means not whole lot to remember forever but that is easily missed the last one is the antagonist Loki i think that he should be a villain in every marvel film just because he is very enjoyable to watch on screen has great talent and great acting skills. so overall this movie is breathtaking exciting dazzling i would really recommend this movie to all ages really i give this a 8/10 good job marvel!!!
5 May 2012,mayescharles,2,5,10,A very good (and Funny) Comic book WIN!,"This movies gets a 10 out of 10 in my book. Its Funny, Witty, and even at times... a little sad. However the movie ends beautifully. Make sure, if you go to see it, you watch the ENTIRE movie. There are 2 (not one, but 2) extra scenes at the end. the second you don't see until after the credits roll. The best part of the movie, In my opinion, is the part where all of the avengers, and his brother, stare down the tip of Hawkeye's arrow at Loki. These people definitely know what there doing. Hats off to joss Whedon for pulling of the movie of the year.... no. The movie of the century. Thats right folks, You heard it here first. this is the movie of the century. Now each of the Marvel movies leading up to this, ""Thor"" , ""Captian America"" , ""Iron Man"" Etc, All deserve their respect, but this movie brings them all together to a fine point and tops them all. it may look like a match-up of Marvel VS. Halo, but it is definitely in a league of its own."
9 November 2014,Ceruleanveritas,1,4,6,About The Avengers,"I just watched the movie and don't have a whole lot to say except that I thought it was almost all style and no substance. Yes, the picture/visuals was beautiful, special effects amazing and action sequences engaging, but ultimately for me at least, there wasn't a decent story to bring it all together, so what's the point? Also, where is the real suspense in a fight when nobody can be killed? All the Avengers and even Loki were either immortal or at least seemingly invincible, so after a while it felt like watching an endless fight that no one could win. Just a bunch of fighting and explosions for no real reason except to watch something ""exciting"" happen.Maybe I'm a little critical and demanding when it comes to movies, but if I'm going to invest my time, especially when it's 2 hours and 20 minutes of it, I want a little more than what I got with this movie. This was basically perpetual action providing mindless entertainment. Oh yeah, and of course a bunch of beautiful people running around in costumes. Again, all style and little substance.For what it's worth, that's my two cent summary. Hope it was worth it to you.Cheers"
27 April 2012,etl33,1,4,8,"close, but no cigar","since everyone has talked about the good pts. quite lengthily already, let me share my thoughts on why it still fell short of my expectations:didn't get what loki was up to with the whole alien invasion plan; i mean, what's his end-game assuming they win, when it seems the aliens are in it for themselvesspeaking of the aliens.. they're just too inept and posed almost no threat at all, other than the sheer size of their army. even black widow thrashed a number of them, when i was expecting the skill level and strength of these invaders would at least be ""capt America"" level; capt America.. now there's a character who was just embarrassingly poorly used. i felt like he was being bossed around by everyone, when in the comics, he is the true leader. the scene, where all of sudden, he was giving orders to everyone, was just trite. i mean, where was this even coming from? never showed any true leadership qualities for a good 2 hrs of the movie, and now he's calling the shots? could've been better developedand the team, after fighting and arguing the whole time, i just didn't see a good enough plot device for them to get their act together, for the big alien battle. it was just too abrupt for me, w/o any clear progression from individual issues to being integral members of a team. and the death of the agent as a trigger? c'mon! that's just lame. there was no emotional investment for anyone on the team to decide on what happened next. other than widow and hawkeye, who barely worked with the guy, the rest just didn't have anything much to do with guy, even ironman, for that matter. i think what i'm driving at is the transition, how these superheroes should have evolved from individuals to being members of the team, begged for improvement.minor gripe: though ruffalo did pretty well, i think the part wasn't as well written. hulk/banner character was just confusing. he attacks widow & thor, and next thing you know, he develops compassion, camaraderie, and heroic tendencies. plus, this banner is completely diff from the norton banner in terms of how he was written. can't imagine norton referring to ""hulk"" simply as the ""other guy"", and in that manner; was just so out of character for me.don't get me wrong, i did enjoy the movie. great action scenes. just wasn't too thrilled with the plot and story. they could have taken a page from the animated movie, ""ultimate avengers"". now, that was tight story that the live avengers movie could have been, even w/o giant man & wasp."
13 August 2015,makeamericagreatagain1,4,25,1,With the same NYPD squad car being thrown through Times Square!,"PROS: I, too, was piqued by the anticipated team-up between Batguy, Scatguy, Iron Dude, Deep-Driller, Work-the-Shaft Man, Mushroom Maven, and other characters and properties that were interesting until I realized that I had responsibilities. The best part of the movie was when Batguy or one of those other interchangeable, starry-eyed dolts turned on his magical jet-skis thereby exciting all of the overgrown basement-dwelling bedwetting imbeciles who still subsist entirely on allowance money. Oh, man. You should have seen them. You could smell the Doritos and undigested quesadillas from a mile away.Oh, and can we have more of AC/DC's ""Back in Black"" during the teasers for each superhero's own movie? It is clear we cannot get enough. The music underscores the badassery of each character even though we know that neither of the actors nor actresses can throw a decent punch to save their lives.CONS: It could have used a story."
30 March 2019,B-R-M,0,0,7,Review: Marvel´s The Avengers,"Initiating the first crossover of Marvel's cinematic universe, as well as for The Avengers, the first installment brings us more than action and a whole solid story like Iron Man could be.
The film tells us an alliance of Supehéroess that unite to defeat Loki, Thor's evil brother, which the latter had to defeat in his solo film.
The film has a well-carried narrative, the CGI does not feel that it clashes during the film, it is intelligent to bring us an antagonist rather than entertaining as others of other films, and has a coherent reason why it does evil, while the performances They are still cool as in their films, the characters have these characteristics which make it more realistic and nothing flat, which is half questionable is the soundtrack, I mean, this is NOT very important in this genre, but placarñas, it was necessary to repeat the same Music sequence like 12 times??? ...
Although out of it, it remains in Baundcrrack and is not distracting or annoying, but prestandole attention, questionable.
While in other sections, it feels pleasant and serves, Tony is still arrogant but aware of everything that is happening, and saves the world carrying the missile that was going to destroy NY sending it to a kind of portal where the ¨ ¨ henchmen ¨ of Loki.
Thor is still arrogant as in his film, but this one concentrates on the same Loki and what he can cause.
While the Hulk has a bigger role than normal, now does not destroy things because if or destructive things, now is right and does well without feeling generic.
Much of this battle takes place in Midtown Manhattan, where the sharpest sequences involve the huge snake-lizard-wavy snake dragon Machine from Loki, which seems to have a mind of its own and is backed by countless coils. At Any given moment, a Avenger flies into the mouth of this leviathan and penetrates its full length, emerging at the end of the business. You Won't see that in ""The Human Centipede.""""Comic-Con nerds will have multiple orgasms,"" predicts critic David Edelstein in New York magazine, confirming something he had vaguely suspected about them. If you're right, it's time for the desperately needed movies to reeducate the nerds in the joys of sex. ""The Avengers"" is well done by Joss Whedon, with style and energy. It Gives your fans exactly what they want. If It's exactly what they deserve, it's moot.
Anyway, it's a good movie anyway. 3.5/5"
9 May 2014,zanavorster,1,3,10,BEST MOVIE EVER! Think about all of you favorite Marvel heroes and put them together and BAM! you got The Avengers!,"This movie would probably be a dream come true for Marvel-Freaks! I for one ABSOLUTELY LOVE this movie!! It's action pact and full of drama, with all of our favorite actors starring as all of our favorite superheroes... Not only are the good guys FANTASTIC, but also our favorite villain: Yes, Loki! I was soooo exited for this film, and was in no way disappointed! The movie does not just offer you action, but also a lot of HUMOR!! Robert Downey Jr's quick and remarkable jokes almost made me pee in my pants!! And Scarlett Johansson as Black Widow was once again incredibly entertaining! Best Sci-Fi in like,,, a century!! This movie is guaranteed to impress! WON'T BE DISAPPOINTED!"
1 May 2012,totalprincess114,2,6,7,Review,"Avengers Assemble, a Marvel Studio film, directed by Joss Whedon. Comic fans most anticipated film of the year. The film slowly began gathering momentum since, The Incredible Hulk staring Edward Norton was released, back in 2008. Slowly over the course of years the other films followed, given the none comic book fan a look into some of the characters in the Avenger Team, before they became part of the Avengers. (In order of release date) Hulk, Iron Man, Capitan America; these films were a pre sequel to Avengers Assemble. The character development in this films comes from their interaction together and them becoming a team. The film follows the 6 superhuman characters known as Iron Man (Tony Stark), Captain America (Steve Rogers, The Hulk (Bruce Banner), Black Widow (Natasha Romanoff ), Thor and Hawkeye (Clint Barton );lead by the master of deception and secrets Nick Fury. On a journey of self discovery, and finding out what part or purpose they really have in been an Avenger. These hero's are tasked with the burden of saving the world from alien annihilation and from the wicked grasp Loki, Thor half brother. The film seemed to stick to the original Avengers comics faithfully drawing the necessary and integral parts from the comic and inserting them on the big screen, for example the Helicarrier (floating S.H.I.EL.D aircraft) . Like many action films of today CGI and special effects have become a household commodity It would have been easier to leave this comic book nugget out, but through the use of realistic CGI and special effects, Whedon was able to incorporate this in a none shoddy way. Although the film heavily relied on special effects and green screen, everything was appropriately placed. The all star cast, which had many in a pessimistic mood, pulled through, the actors gelled well which made their on screen chemistry believable, as a result they were able to bring to life and capture the mind-set of the character they were playing. All the characters were given their chance to shine with such precision, lost in many films of these calibre and actors. Yes the film had many clichéd lines, but the actors pulled them off without subjecting the audience through painful cheese moments. Does the film give you your money's worth, narrative, action, good special effects, and yet stays faithful to the comic? To answer that question you need to watch it yourself. But as far as superhero films go, this is one of the better ones in terms of entertainment, and realism many people expect to see in an action/ fantasy film."
6 May 2015,dreamworkswb10,2,4,10,This movie is under-rated,"I don't know for sure but I have a feeling that the people rating such a great movie as this below 5 are mostly the ones who work for other studios. Come on, guys. I admit I am not a fan of other studios as much as I like Marvel's Cinematic Universe, but poor rating just because you like some other studio or work for it, is not fair. For some people, this movie may not be excellent. I don't have a problem with that. Such people may not give it 10 stars. But it is not so bad that you may give it anything below 5, no matter what your taste is. To me it is the best movie I have ever seen, but to those who don't like it, cannot honestly dislike it below 5. I smell dirty tricks here. We need good movies. Please don't rate a good movie down for your personal benefits."
5 September 2012,Henrikvaldemar,2,7,5,Why oh why?,"I know its not as bad as i want to make it, because it is a good time consuming movie, but it lacks what Batman has! A really scary and evil villain, will he be revealed in the 2? i hope so, if not, well then this was a waist! Worst part of the whole movie is making the incredible HULK turn into nothing but a clown! Why did you do that?Hulk should not be laughed at, he should be respected! Iron Man saves the movie! So i would call this movie gay porn on steroids! We can only hope that the next big movie: Man of Steel will thrill us as it should! General Zod is back :DBut it was still entertaining and i will see it a third and 4th time!"
4 May 2012,MisterJackles,1,4,7,Good! But not worthy of Top 250...,"I saw 'The Avengers' due to the constant praise and elevated status in the 'Top 250 Films of All Time.' When those final credits rolled and the short sequence ended which promises a sequel, I was thinking. Storyline: Amazing, Acting: Amazing, Action: AMAZING! Well then why did I sit back with a big ""meh"" ? Every aspect of this film was perfectly executed yet for some reason it lacked that absolute WOW factor for me. That final touch that makes a good movie into a great movie. Perhaps it was the constant humour instigated into the story which by the way were hilarious, that possibly was overdone and seemed to ruin the movie a bit for me. At times it felt like a bit of a joke to me, which left me cackling endlessly but evidently shaking my head at how they could do this. I just lacked the ability to take this film seriously at times. However immediately giving 'The Avengers' a 6 or even 5/10 I realised that it did what it did perfectly, and although I didn't get what I wanted out of it, and the fact that it didn't live up to my expectations, doesn't make it a bad film. In fact looking back it was quite the contrary. I enjoyed it, and it is most likely that you will too. If I had of gone into it with an open mind I would of loved it, and I intend to do that on my second viewing. However I recommend that you definitely see 'The Avengers' as it certainly is a good and entertaining film, definitely Marvels Best! Just enjoy the film and you will laugh and gasp at its perfect execution of action that at times puts CGI to its test. I look forward to a sequel and a second viewing of this.8/10"
5 May 2012,muazzimsaleem,2,5,10,A Comic Book Triumph! The Avengers - *SPOILERS ALERT*,"First, I need to say a big thankyou to Disney and Marvel Studios. SO PUMPED UP RIGHT NOW How can I even start explaining about the film, it was indeed as the title suggests ""A Comic Book Triumph"". As i eagerly waited for the movie with high expectations, it gave me even more. Seeing Joss Whedon's direction and envisioning of the film come to life on the big screen is perfect. The script is amazingly detailed and laced with sharp wit a humor. The special effects especially the ""3D"" are literally mind blowing and the action scenes are both hard hitting and beautifully choreographed. The actors' performances in ""Marvel's The Avengers"" are simply AWESOME and there are many instances where we get a glimpse further into their characters pasts and innermost feelings. Robert Downey Jr. will have you in stitches. Scarlett Johansson will have you staring in disbelief as she winds her way through sticky situations. And Tom Hiddleston will have you simply shaking in your seat with fear. They balanced everything masterfully... Good as it gets! WOW... If you're a fan of epic adventure movies, then this is your dream come true. This is the type of film you fantasized about growing up! It really is the ultimate superhero mash-up and it's done perfectly.I loved this movie's depth, heart, humor, gravitas, action, performances, emotion... Nothing short of Amazing!!Some of my favorite movie quotes were like when Stark says to Bruce "".... I'm a huge fan of the way you lose control and turn into an enormous green rage monster."" and Bruce is all like ""Thanks"". Loved how to whole cinema laughed at it. Also at this one when Tony said and i quote ""Guys, I'm bringing the party to you!"" and Natasha is all like ""i don't see why that's the party""THE BEST ONE when Tony wakes up as HULK roared and Tony was all like ""What happened...Tell me none of you guys have kissed me"" and later ""I wanna eat a shawarma.. I don't know what it is but there's a Shawarma joint and i wanna try it""But again, there are so many moments like these and just not explainable.. YOU HAVE TO WATCH IT to experience it yourself. as it is FILLED with humor and action till the end.... That's why i recommend everyone to go and watch it AGAIN and AGAIN! THAT's ALL"
6 May 2012,Zarah_Bachchan,1,5,8,Entertaining as hell,"I generally am not particularly eager to see movies with all that hype around them. It often means little more than clever marketing. The Avengers proved me wrong. What is good about this film is that it takes all your mind and all your guts during 2.30h. Clever, full of action, suspense, and humour.The special effects were just incredibly effective. The way the story develops, from the 'what do we do?' question to Nick Fury, with the title then appearing to the hidden genuine end of the movie. The action does stop only for the viewer to appreciate the characters' mindset (actors did a good job), and understand what's coming next. I liked the space given to the female characters (mostly Black Widow) to actually portray rich, smart, and strong individuals. Neither over-sexualised (of course, it's comic inspired so the body is there, but there is no direct reliance on her appearance per se to win), neither victimised. I actually liked the fact that it is Black Widow who closes the passage. Few mistakes for me: Not enough importance was given to Thor. Captain America did look a little bit overwhelmed by his team mates. That great weapon Phil talked about before using it against Loki did not do anything at all, I expected him to be wounded. The 'glass cage' falling with Thor didn't do it for me, when you can take the full strength of Iron Man, you can take a fall (he's a God, too).Of course, I loved the 'credits ending scene', even if half the crowd missed it. it! 8/10"
9 May 2012,JdotCo,1,4,10,'The Avengers' fulfills all expectations,"Minor spoilers ahead. If ever there's a movie for shedding tears of joy, this would be it. The beauty of seeing a long-term plan come to fruition has a satisfaction hard to replicate in any other fashion. That's the feeling you'll get after watching ""The Avengers"". Marvel's ambitious venture of building up a five-movie saga in anticipation of one grand epic, which ties a ribbon on those movies while simultaneously paving the way for future endeavors, not only pays huge dividends, but blows up the screen with pure amazement during the process. There's a certain awe to behold when watching montage fight scenes seamlessly transition from Captain America's ground-level assault to Iron Man's fly-by attacks to Hulk's crushing of gigantic enemies. There's a sense that they've got each other's back, that they're truly fighting as one team. That's the magic that drives ""The Avengers"" to heightened plateaus of superhero storytelling. These Avengers have been assembled for this purpose and show that nothing can stop them if they work together. It's during those scenes that make you think ""This is what I've been waiting for."" Makes you feel like the kid who fell in love with these stories when first reading the comics. It's a good thing the superheroes finally start working from the same playbook, because the weight of imminent failure is lurking. Loki returns as the evil leader, and he's more power hungry and bent on world control than ever. Like any superhero movie, the bad guy's quest to control the world is at the forefront. But there's realism and a dark nature to Loki that creates a sense of peril and pressure to the task of stopping him. It requires sacrifice, something some of the Avengers need to learn. Loki is truly twisted, believing that mankind needs a ruler so it can be ""free of freedom"" (it actually gets a little thought provoking). Throughout the movie, there's an unsettling feeling of the grand sinister plot, not just a gimmick that most shallow bad guys cling to. ""The Avengers"" is a little darker than the other movies. Tons of destruction ensues as the scope of the grand battle covers all of Manhattan and takes casualties along the way. Even the backup plan of a nuclear missile wiping out everything comes into play. The humor that has made the characters lovable and entertaining is present and accounted for. It was a tough balancing act to get the interactions between all the superheroes to seem fitting, but director Joss Whedon concocts the perfect mixture of screen time and blends all the superheroes together brilliantly. Yes, tensions even arise as Iron Man and Thor duke it out. From Nick Fury giving Hulk the order to smash to Tony Stark calling Coulson by his first name, ""Agent"", there's plenty of laughs from everyone, none of which are contrived (okay, some are, but not any more than any of the other Marvel films, which is a good thing). During some of those interactions, a lot is learned about the superheroes. There's some back story for Black Widow and Hawkeye that was sorely needed. Bruce Banner has some moments in the sun (side note: Edward Norton was a better Banner, but Mark Ruffalo did a good job). Captain America steps up to be the leader he was meant to be. At times, it seemed like the movie could (and maybe even should've) piggy back on anyone of these stories and flesh it out a little more, but Whedon did a good job of keeping the movie's somewhat broad focus on target. Special effects were top-notch. The art design of enemies for the final battle was creative and organic. Music was stellar. Actually, it was cool when the musical theme would get switched up a little depending on which superhero was fighting at that particular moment. Indeed, the long wait was worth it. ""The Avengers"" reaches its potential and brings out the giddiness and excitement we've all had for these superhero movies. One last note: There are two end-of-credit scenes, so stay all the way through. One gives a glimpse of what is to come in future movies (there'd better be more of them) and the other is simply a perfect capper."
4 May 2012,scottb-143-356137,1,4,10,"The Avengers, Avenge Past Movies","With the disappointment of Thor and the only average Hulk films I wasn't expecting much to come from this film. Was i Wrong! The Work of Josh Whedon and his crew is truly admirable as the film not only had a great story, it was also directed so perfectly. Having so many superheroes in the film i doubted whether there would be too much going on but it was just right, every hero had a vital role. Robert Downey Jr was once again superb in his witty but sensational role as iron man. the film incorporated humour at just the right times and did not go overboard and make the film a joke. Mark Ruffalo done a great job as the Hulk and completely changed my opinion of the Hulk. The Hulk in this film was a million times better than the others, he was more like the comics where he is not humongous like in the past films (incredible Hulk, in this film he was Awesome! Hulk Smash! This film Kept me gripped and Laughing. i could not close my eyes for one second. This film is on par with other great films For example the Dark Knight (they are the only two films i have rated 10 out of 10). I have to say Job Well Done because this was great"
16 May 2012,sketchgirl91,2,5,9,Review of reviews,"This isn't a 9/10 review to talk about how glorious and amazing this movie was. It's not to go off on a shpiel about how much I loved the Avengers and how I've seen it 3+ times already. I came on IMDb to see how the reviews were going and was frustrated by all the negative reviews I sought out to see what insults and injuries people could inflict upon this film because their ""higher standard of cinematic experiences"" has made them ""immune"" to ""idiotic, tasteless"" movies like the Marvel movies. First off, the thing I keep reading that is making me rage is reviewers comparing the movie to movies that have made the top 100 movies of all time. You cannot compare a comic-based action movie with the Shawshank Redemption, Shindler's List or the Godfather. They're just not in the same ballpark. If you want a serious movie with moving characters, deep plot lines and your precious scenery, why're you going to movies like Avengers, Thor and Iron Man?Granted, The Dark Knight was also based on comic books and they actually are very moving and serious, but that's just the direction Christopher Nolan decided to take with the DC comic. It's predecessors however, were just as corny, flashy and lame as you claim Marvel to be. Not every superhero film has to be cheesy, and cliché, but they all can't be dark and depressing like the Dark Knight either. Most of the comics put our favorite heroes and villains in a humorous light and I'm glad Avengers made me laugh more than I thought it would. I didn't want to be traumatized the whole movie like I was with Dark Knight (good traumatized, mind you).Secondly, I've been seeing the movie being compared to movies that everyone else thought were fantastic, ones that I and others I know thought were absolute garbage (i.e. X-Men: Origins, the Spider-Man trilogy, etc.) Don't be biased in your review. Don't talk down to everyone else who loved it by saying that another movie was better (and that, again, many and more regard as a waste of time), degrading your own review since people will now see what bad taste you have, therefore leading others to believe you're no one but a bitter, cynical grouch who cannot be cinematically pleased no matter what.Thirdly, seeing a movie solely based on it's reviews is just brainless. If you hate action movies, or romantic comedies, but saw that a new release got great reviews... why would you go see what you're very likely to dislike? Especially since you're biased in your opinion of the subject matter in the first place. Save your ""grudge against all mankind"" for movies you actually care to waste your time on.Lastly, I'm sorry a lot of bad reviewers see those of us who loved Avengers as ""low I.Q., stupid, brainwashed idiots"". I'm sorry we don't always crave movies with nothing BUT plot, in depth characters, history and challenging puzzles to exercise our brains. Though admittedly, there ARE a lot of people out there that are like sheep with the Marvel movies that go to be entertained like an infant with keys being shaken in front of their faces. Don't speak about Marvel-lovers as a whole like that. Some of us are capable of loving all kinds of genres and movie types. Some even watched it for the sentimental value of being reminded of our childhoods; the fact that our comic book characters have been brought to life alone was enough to make us happy. I adore my cultural movies, but at one point, I just really wanted to see a bunch of robots fighting when I saw Transformers 3. I was tired of twisted, hard to follow plot. Just...wanted to see some robot brutality for a change.What makes me appreciate the Marvel movies all the more is the fact that Stan Lee is directly involved, like he always is with the movies based on his comic books. The fact that the Marvel movies get his stamp of approval makes me confident that the movie has lived up to the creator's expectations and that if he believes it portrays the worlds he has created accurately enough for his fans, then that's good enough for me.As a closing statement, Tom Hiddleston literally is a god. His performance was spectacular, phenomenal, stellar; he cut a breathtaking figure on the silver screen and I was drawn into his character the second he was birthed through the Tesseract at the beginning of the film."
11 May 2012,senseihEnRY,1,6,7,Pretty Cool Superheroes Movie for Marvel Standard,"Marvel's The Avengers is a movie like nothing else, it's a movie that play a role as the finale from 5 different movies: Iron Man (2008), The Incredible Hulk (2008), Iron Man 2 (2010), Captain America: The First Avenger (2011), and Thor (2011). It's a movie where you can see some of the finest, and most popular superheroes of American comic packed together in action-heavy sequences for more than 2 hours.But, just like the other Marvel Studio's movies, The Avengers is simply a sci-fi action that purpose only to entertain the watchers with its flashy special effect and outrageous action.Joss Whedon (Buffy The Vampire Slayer) did a good job directing this movie, every superhero get the same amount of role and enough background story (although it might not necessary since 4 of 'em have their own movie) so no one feel left behind. The story is pretty standard with Thor brother, Loki try to rule the earth by borrowing Chitauri's Army which he'll bring to earth using the power of Tesseract, hidden in earth. The Director of S.H.I.E.L.D. Nick Fury decide to run the Avengers Initiative to collect the earth's mightiest soldiers including Iron Man, Captain America, Hulk, and Black Widow to fight against the global threat. Of course, Thor join the force later because, you know, he have responsibility for his naughty little brother.Most of the movie contain heavy action sequences but one thing that i really like is the filmmaker try to show us that collecting these superheroes and force them to fight together is not always gonna work right. They are, however, just humans with their own personality and ego. The problem is, when they finally settle their problems, nothing more interesting happens in the movie. I like action movie but maybe because there's too many superheroes movie out there and every one of 'em always using heavy special effects (to destroy a major city of USA), the action become bland and sometimes boring. There's no jaw-dropping moments, no tense, no thrill, it's just the same 'America getting' attack by the alien again' movie.Robert Downy Jr. of course steal most of the attention here (he's the freakin' Tony Stark!). Mark Ruffalo as Bruce Banner also act remarkably. The rest of the cast is pretty standard, yep, including the badass Academy Awward winner, Samuel L. Jackson. Tom Hiddleton as Loki is good but seriously, why the writers decide to make Loki look very, very weak? he's far from threatening, he can be easily defeated, he's the main bad guy but he post no serious threat to the Avengers (he even become part of the joke in many sequence).It's hard not to compare Marvel's The Avengers with another big superhero movie coming out this year, The Dark Knight Rises but looking at how The Avengers come out, i have no doubt that Nolan's The Dark Knight Rises will kick The Avengers ass."
5 May 2012,CinemaJackIX,1,4,10,The Avengers,"My Experience Part When I saw the trailer for The Avengers and was skeptical. I loved 'Iron Man', 'Thor', 'The Incredible Hulk', and even tolerated 'Captain America: First Avenger'. This could have easily gone either way because a movie this big had never been done before. I walked into the theater for the midnight premiere with 3D glasses in hand not knowing what to expect. Fast forward to the end. I walked out of the theater flabbergasted wearing a grin from ear to ear. Review THE GOOD: The Avengers certainly earned their name. Joss Whedon was able to do what most cannot. He took very different characters from very different universes and brought them all together for one of the best comic book adaptations my eyes have every had the pleasure of watching. The story was solid and plausible for what Marvel Studios has created. The cinematography was great, especially the 360 shot with all of them in a circle ending with an establishing shot of the group with aliens on the New York skyline. And of course, who can forget the Hulk. He stole the show and the motion capture animation was breathtaking. THE BAD: God bless him, but I was not feeling the Captain America suit. He stuck out like a sore thumb which was a real shame. AND THE UGLY: Movie ticket prices are a bit too high. I wanted to watch this at least 2 or 3 more times after seeing it for a second time."
