Date of Review,User,Usefulness Vote,Total Votes,User's Rating out of 10,Review Title,Review
23 February 2007,mOVIemAN56,3,7,10,Brilliant in every sense of the word,"Forrest Gump is truly a magical film or creativity and imagination. Portrayed by a soon to be superstar in Tom Hanks, Forrest Gump brings out the innocence and beauty of life. It is a story so compelling, so well thought out and so brilliantly portrayed it goes down in history as one of the most imaginative films of the 20th century. Forrest Gump is a boy with a very low I.Q., 75 to be precise. All he is trying to do is to go through life and be happy. Forrest never registers much, he takes in a lot and is always looking to be nice to anyone he comes across. Always an entertainer he is capable of a great story which you'll see right off the bat. The movie of Forrest Gump is not really a story but more of a biography of a fictional character. It is brilliantly done.Tom Hanks has grown to be one of the best actors in Hollywood. His sense of character development is beyond belief. He is able to take a pretty much simple character as Forrest Gump is and make him into one of the most interesting characters in the past 20 years. His sheer genius and comedy made the movie what it is today and that is a classic.Gary Sinise adds a very strong supporting role as Lt. Dan who is an old military 'buddy' from Vietnam. A lot of the mid story of the film follows the friendship that kindles between Forrest and the stern Lieutenant Dan. Sinise does some amazing work and is a highly underrate actor. He brings the fear of life to his character and when him and Hanks are on screen together, it is some of the best acting in the film.The film has gone down in history as its amazing presentation of historical events with a character from the movie in them. Forrest goes through a variety of events including: Vietnam, the Watergate Scandal, meeting John Lennon along with some other events of history. Along with Hanks acting, the special effects used to put characters in those events captures a lot of people attention and interest.Forrest Gump should not be missed. It's funny, it's smart, it's brilliantly acted. You'll laugh, you'll cry, you'll have a good time. Don't miss Forrest Gump.5/5 Stars"
12 July 2010,Christian_Dimartino,2,4,10,Such a magically sweet film. The kind that you want to eat up.,"Tom Hanks stars in his Oscar winning role in the best picture winning instant classic, Forrest Gump. When making Forrest Gump, it seems like director Robert Zemeckis' only goal is for this film to be a classic. And it truly is.Forrest Gump is the story of a guy named Forrest(obviously played brilliantly by Tom Hanks), a guy who has an I.Q. of 75. Forrest, throughout the entire film, is telling his life story. And his experiences. From his love for Jenny(played by Robin Wright Penn), who eventually becomes a hippie slut, to his days in the war, from his encounter with Elvis, and it goes on.Tom Hanks' performance is so delightfully sweet. and so is the movie. Forrest Gump is delightfully funny, blissfully sad, and downright sweet and a ton of fun. My momma doesn't like this movie. I don't know why. I may never understand it.When I think about it, I don't think it deserved best movie of the year over Pulp fiction and The Shawshank Redemption. But sometimes I do think that it did. Forrest is such a lovable character. And he has such an exiting life.The ending is sad, the film is a little sentimental, but it's not a problem, the acting is terrific. Especially from Tom Hanks and Gary Senise as the lovable Lieutenant Dan. Forrest Gump is a delightful film. One of the best pictures of 94. Not positive if it's the best, but it makes the top three no doubt.Forrest Gump: A+"
11 September 2019,khaabd,1,1,10,A Movie studying ....,"Tom Hanks never disappointed in his movies, Two hours and twenty-two minutes I was never bored, The film has been crammed with many events, combining drama, romance, adventure, action, comedy and the thrill of what is the end, As the mother's tenderness and sacrifices teach us for her children and if they are disabled, Teach us the meaning of friendship, loyalty and kindness, this film will remain a catalyst and a masterpiece of art throughout generations and generations."
13 September 2005,VincentDiMecurio,20,50,4,Assault on intellectuals everywhere.,"People are always amazed when I talk about how much if loathe this movie but let's face it, how else should one treat a movie that encourages people to drift through life and tells you that anything that attacks conformity and inspires change is evil. When Forrest asks a girl why she doesn't love him, we are expected to feel sorry for a narcissistic retarded fellow who doesn't see why someone couldn't fall in love with a brain-damaged freak. a film that dehumanizes the counter-culture, makes history seem like a mere play-thing to the idiotic and shows that if you just float through life, you'll last much better than those egg-heads atheists commie pinkos who tried to survive and were sent to Hell by the Almighty."
4 August 1998,Benjy,19,59,1,A triumph of hype over content,"Surely Forrest Gump must rate as one of the biggest dupes of all time. Quite how the marketeers managed to pass this off as a great film is beyond my powers of reason. Tom Hanks plays the intellectually challenged Gump and picked up his second consecutive Oscar for his over the top portrayal. A spectacular job considering the Academy do not normally fall for the same ploys as the movie going public. Even more spectacular when you consider that Morgan Freeman was nominated for The Shawshank Redemption. Gump was the Best Film winner as well, even though Pulp Fiction AND The Shawshank Redemption were nominated. I would put this film into the same sort of class as the Wonder Years or Dazed and Confused, nice but nothing special. It's little more than a period piece chronicalling American Life across three decades and how it affected one man, namely Mr Gump. The cast is good with Gary Sinise very good as Gump's Vietnam Sergeant. Sally Field is well cast as Gump's mother, beyond that there is not much to redeem Gump, the effects are very nicely added if nothing new and the soundtrack is predictably well chosen given the period of time it covers. For the most part it's too mushy, way too sentimental and just not much above mediocre. In years to come the Shawshank Redemption and Pulp Fiction will be looked upon much more favourably than the over-awarded Forrest Gump."
25 June 2020,pitabox987,1,1,10,One of the greatest movies ever made!,"Forrest Gump has to be one of the greatest movies ever made, I've watched this movie hundreds of times and always still find it absolutely beautiful!Following the life of a simple man as he recollects all the way through his childhood years, his school and college years to his service in the United States Army, then his post-war experiences; the entire story is amazing! The way his character is tied into and around several major historical events is very cleverly done, with good dashes of humour to balance out the more serious aspects referenced in the film, it's done excellently and designed perfectly!From the start to the finish, it's a story that's heartwarming inclusive of the audience; it will make you smile, it will make you laugh, and there are definitely parts that will make you cry from the powerful emotion conveyed in the acting of the characters.On my list of greatest movies ever, this one will always hold a special place for most people. I highly recommend it to everyone!"
4 April 2001,apoclypze0,4,7,"
                            Was this review helpful?  Sign in to vote.
                        ",(spoiler warning) Forrest and Forrest Jr. should get a blood test...,"...because when you have unprotected sex with an HIV positive woman, and that woman has a child, you run a sort of, well, ""high risk"" of receiving HIV (especially Forrest Jr).  I guess ""Jennay"" forgot to tell that to Forrest before she died.  GET TESTED, FORREST, and RUN!I don't mean to be abrasive, but after a second viewing of ""Forrest Gump,"" I noticed this glaring omission.  Yes, it is the 1980s, so much less was known about the disease, but the filmmakers should have included something to let the audience know whether the Gump family would share the same fate as Jenny.  To me, this is a giant hole in the film, and one that needed to be addressed.And regarding the film itself...Personally, I'm in the middle; I don't love or hate ""Forrest Gump.""  The fact that it is overrated drove many to an extreme dislike for the film, yet some feel it is a masterwork.  To me, it is neither terrible or great.  It is a pretty good movie--enjoyable and humorous, but it is sometimes sappy, sentimental and contrived.  Some portions are great and some are poor.  In the end, the good outweighed the bad slightly, and I came away satisfied but not totally pleased.  Zemeckis has made better films (try ""Back to the Future,"" ""Contact,"" and even ""Cast Away""), and so has Hanks.I recommend ""Forrest Gump"" marginally because it has a good heart and a good, interesting story...but it also has its fair share of flaws.  ""Pulp Fiction"" and especially ""The Shawshank Redemption"" deserved the Academy Awards, but oh well...don't complain over something so trivial...awards don't mean THAT much.""Forrest Gump"" can have a 7/10 from me."
10 March 2013,m1xer,1,1,10,Absolutely amazing in every Way. A top 10 film ever,"Okay, Tom Hanks literally is Forrest Gump and I could write for hours about how good his performance is but instead of doing that why not just briefly write about how perfect this movie is.A mentally challenged (although not fully retarded) man in Forrest who is slow on learning lives the American Dream all meanwhile meeting and being apart of some of the biggest American Moments of the last half century. Ebert was very right when talking about how good the editing in this film was, but not only was it the editing, it was the themes, the amazing soundtrack full of pure nostalgia, it all fit perfect.The Dialogue, quotes, script, acting, direction, music, cinematography were all AMAZING. This film is perfect.It is a REAL movie.It is a tear jerker.You need to put the past behind you in order to move on.I have worn lots of Shoes...It is funny how you can remember some things and some things you cant..Sometimes there just is not enough rocks...This film is incredible. Those above were just some of my favorite quotes.His running scene is a top 10 scene ever. This is a top 10 film ever. And a top 10 performance ever.This film won best picture over Pulp Fiction and Shawshank in 94. Enough Said.10-10."
22 February 2019,chitra-badri,1,1,10,Magic realism that never gets old,"I have watched this movie so many times, but noticed something only now. Whoever Forrest crosses paths with, ends up dying an unnatural death. The only one who lives a long, happy life is Lt. Dan, who was supposed to die.Each time I watch it, a new perspective blows my mind! It's one of those movies...."
5 May 2007,film_riot,3,7,7,Forrest Gump,"I think I've seen this film now about five or six times, the most of them when I was between 10 and 15, and now from a little distance it seems not illogical. ""Forrest Gump"" definitely is a film very suited for children with much of its not too subtle humour and you can recognize that it is generally made for a large, large audience with all its political correctness and clean showing of sexuality (I mean you can't offend anyone, can't you?). The background sound is provided by a huge amount of popular classics of the time. It's also funny how the film connects different historical occasions and persons and weaves them into the overall story, what makes a big part of the films charm. This film has heart, that's why I still like it, although there are some negative qualities that are reaching surface more and more for me. The main thing is that it's just too overly soapy dramatized. And after multiple viewings also Tom Hanks' acting starts going really on my nerves."
14 April 2020,dazzylila,1,1,9,Always A Classic,"Over the years I keep coming back to this film, I've lost count how many times Ive watched it by now. As you grow old you understand a little bit more, it's such a weird experience. But also in any one of those experiences you'll always end up with the same warm feelings in your heart :)Now Jenny however, what a user. I hope someday I'm gonna watch this again and understand why she did the things she did but hell - until now I still cant say that I like her. Forrest deserved someone better and not just somebody that'll come when she's in trouble or dying."
18 June 2000,SpaniardInTheWorks,23,51,5,The most ridiculous movie I have ever seen in my life,"OK, before I tear this movie to shreds, exactly HOW many Academy Awards did the stupid thing win? No, wait, don't tell me. I have a feeling the answer will depress me.This hype--er, movie--is a living testament to the fact that the baby boomers are incredible suckers. It's quite simple, really. You make a movie that romanticizes the '50's, '60's and '70's, and with enough publicity and a good enough soundtrack, no matter how bad the movie is, you have a hit on your hands. Now, don't get me wrong. I'm not saying the generation is stupid or shallow by any means; I'm merely saying that perhaps the haze of nostalgia that obstructed their view of the movie screen during Forrest Gump is what made this trash a hit.Because Forrest Gump is one ridiculous, unbelievable joke followed by another, and when Forrest isn't teaching Elvis how to dance, giving Lennon the idea for ""Imagine"" or, in an embarrassing scene I only WISH I could call ""forgettable"", wiping his face on a clean shirt and making a smiley face with the dirt by accident (""Have a nice day,"" he says to the man who gave him the shirt, thankfully ending one of the ""clever"" scenes that surely had everyone rolling in the aisles); his life is taking another depressing turn that makes this less ""feel-good movie of 1994"" than ""number 1 movie of 1994 to commit suicide to"". He's born crippled with an IQ of 75; the neighborhood kids taunt and throw rocks at him; his ""girlfriend"" Jenny leads him on hopelessly while sleeping with every man in America except for him; his best friend dies in Vietnam and his superior has his legs blown off. Feelin' good yet? Oh, it gets better.But even if Forrest Gump IS depressing, that doesn't make it a bad movie. What makes it bad is, as I said before, the silliness. Sure, putting him in all those vintage newsreels is cute and even pretty cool to see. But the cuteness wears thin pretty soon, and is replaced by more ridiculous events in which Forrest inadverently alters NEARLY EVERY IMPORTANT EVENT IN AMERICA, FOR THREE ENTIRE DECADES. Maybe that's appealing to some people, but not for me. For me, it makes the movie completely unbelievable, and what's more, stupid. This is not cute, and I certainly wasn't feeling good when I realized I'd wasted over two hours of my life listening to Forrest Gump's preposterous anecdotes.In the end, the movie's few saving graces--the good but predictable soundtrack (""For What it's Worth"" by Buffalo Springfield in a Vietnam scene...great! Only 300 other movies before have done the exact same thing!), and the interesting effects with the newsreels--fail to rescue this bomb from the clutches of mediocrity. Tom Hanks and Robert Zemeckis can have Oscars coming out of their friggin' ears, for all I care...this movie will only ever amount to a 5 out of 10 in my book."
28 November 2012,illbebackreviews,2,4,8,Oh boy! The year of 1994!,"Three of the greatest films of all time came out in 1994: The Shawshank Redemption, Pulp Fiction and Forrest Gump. Each were absolute masterpieces and I thoroughly enjoyed each of these movies. 'Forrest Gump' is one of the better drama films I've ever seen. The casting for this film was brilliant, as was the directing and writing. The script was brilliant and the acting was phenomenal, especially by Tom Hanks. This film, is very similar to 'Edward Scissorhands' in many ways and are the two greatest romance films I've ever seen. What I found interesting about this film is how everything is narrated by Tom Hanks' character, Forrest Gump, whilst sitting at a bus stop and telling his life story to other people. The fact that the end tells us that Forrest is waiting to catch a bus to meet Jenny, the love of his life, after all these years was great. The scenes where we realize that Jenny has a kid named Forrest Jr. and that he is the father was nicely done. When Jenny died, you can feel the emotion and feel such pity for Forrest as the chemistry between the two was good, the music was very quiet and most importantly, they were characters we felt connected to. The other two great chemistries were between Lieutenant Dan and Forrest as well as Buba and Forrest. The scene where Bubba dies was extremely sad as I would've loved to see him for longer. Pretty much a classic film!"
13 July 2009,JamesHitchcock,2,5,7,The Holy Fool,"""Forrest Gump"" was the ""big film"" of 1994, being both a huge commercial success and the winner of six Academy Awards, including Best Picture, Best Director for Robert Zemeckis and Best Actor for Tom Hanks. It tells the story of a man and his journey through life, and is told using a framework device in which the title character narrates his life-story to a succession of people seated next to him at a bus stop.Forrest is a young man from Alabama, probably born some time during the 1940s, although the timeline is rather confusing. He suffers from what would today be described as ""learning difficulties"", although his athletic abilities win him a place in college on a football scholarship. The film follows him though his college days and his time in the Army during the Vietnam War, where he is awarded the Medal of Honor for his heroism in saving the lives of several members of his platoon.After leaving the Army, Forrest becomes a leading ping-pong player, playing against Chinese teams in ""ping-pong diplomacy"". (The sport is always referred to as ""ping-pong"" in the film, even though its players normally prefer ""table-tennis""). He then goes into the shrimping business and, more by luck than judgement, ends up making a fortune, becoming head of the ""Bubba Gump Shrimp Company"", named after himself and an Army friend killed in the war. (In a curious example of reality imitating fiction, there now actually is a seafood restaurant chain of that name). On a whim, Forrest decides to go for a run, and ends up running for three and a half years, crossing America from coast to coast several times during that period.A feature of the film is its hero's meetings with the great and the good; he gets to meet three Presidents (Kennedy, Johnson and Nixon) and other celebrities such as Elvis Presley and John Lennon. These scenes were achieved not by using actors but rather by using special effects to insert images of Tom Hanks into old television and newsreel footage. One of its Oscars was for Best Visual Effects. Such effects seem to be a common feature of Zemeckis' films; others such as ""Who Framed Roger Rabbit?"", ""Death Becomes Her"" and ""What Lies Beneath"" are also notable for creative use of CGI.Contrasting with Forrest's story is that of the great love of his life, his childhood sweetheart Jenny. Whereas he leads an essentially conservative lifestyle, she embraces the counterculture of the sixties, all radical politics, drugs and promiscuous sex. Eventually she marries Forrest while suffering from a mysterious virus (presumed to be HIV, but never named in the film as such), and dies shortly afterwards.This contrast has led to political controversy and to allegations that the film promotes conservative values. The conservative simpleton prospers, whereas the left-wing intellectual does not. The wages of radicalism are death. Certainly, the film takes the standard liberal line on issues such as racial integration and the Vietnam war, but by 1994 these issues lay two decades in the past. Culturally, its politics are much more conservative. Hanks's dictum that ""the film is non-political and thus non-judgemental"" has never convinced me. There is, for example, a lot of satire at the expense of the perceived hypocrisies of the hippie movement, such as Jenny's boyfriend who is against violence in Vietnam but not in his private life, regularly beating her up.""Forrest Gump"" was one of the films in which Hanks, seen in the eighties primarily as a comedy star, managed to reinvent himself as a serious actor in the nineties, and brought him his the second of his two successive ""Best Actor"" Oscars. He is certainly good here, much better than he was in, say, ""The Bonfire of the Vanities"" or ""A League of Their Own"", two earlier films in which he had tried to take on more serious roles. He plays Forrest as a sort of holy fool, a man whose simplicity allows his inner goodness and decency to shine through. The character became something of a cult hero, and some of his nuggets of cracker-barrel philosophy, such as ""Life is like a box of chocolates. You never know what you're gonna get"" have passed into popular culture. (In fact, most chocolate manufacturers provide a guide to their selections, so you always know exactly what you're gonna get, but we'll let that pass).The film itself is a reasonably good one, even if its morality as sometimes rather simplistic, using Forrest's holy fool persona as a means of commenting on the politics and culture of late 20th century America. Zemeckis manages the difficult feat of pulling off a delicate balancing act between comedy and tragedy without the resulting mixture ever seeming incongruous. Yet I have never regarded it as the best film of 1994, being merely a good film in a year which saw a number of very good, even great, ones such as ""The Shawshank Redemption"", ""Four Weddings and a Funeral"", ""The Madness of King George"", ""La Reine Margot"" and ""Nell"" (which would have been my personal choice for ""Best Picture""). Hanks' performance is good, but not as good as Nigel Hawthorne's in ""King George"". I suspect that the film's immense success may have been due less to its merits than to the way in which its perceived conservatism fitted the public mood in 1994, the year of the so-called Republican Revolution which saw the Republicans take control of both Houses of Congress. 7/10"
3 July 2007,joaocruzferreira,3,6,9,Amazing,"Forrest Gump is a heart-breaking film of witt and startling grace. Another Oscar for Tom Hanks, who is unforgettable in his portrayal of Forrest Gump. He brings a touching gravity to the role of an idiot savant from the South who finds strength in God, country, his childhood pal, Jenny (Robin Wright Penn), and his great mother (Sally Field). When Forrest falls a few IQ points shy of minimal school requirements, his Mother knows who to sleep with to bend the rules. Her son has a gift. As Forrest makes his pilgrim's progress from the '50s to the '80s, he becomes a college football star, a Vietnam war hero, a world-class ping pong player, a shrimp tycoon and even a father.Forrest is everything we admire in the American character - honest, brave, loyal - and the film's fierce irony is that nobody can stick around him for long.""Forrest Gump"" is an entertaining film of extreme importance. It completely reiterates the idea that no one should be prejudiced for being different. What a superb example of film-making! 9/10"
15 July 2020,vittoriocosanostra,1,1,9,It Is Not Overrated.,"I have a personal hatred for a kind of statement, very personal indeed: ""Forrest Gump is overrated."" I never understood and I always found the people who say that very confusing. I read the reasons and reflected on them, but it didn't make sense. Okay, I agree that it is the third best among the three of 1994, is that it did not deserve to have won the Oscar for best film, etc. But if there's anything I find totally ridiculous, it's the people who say the movie is objectively horrible, which is really a bad movie. That, I never understood.Well, but this is a review, isn't it? So here we go: Forrest Gump is not just a movie, but it is a lesson in life, it is one of the best, of all time. Starting with the performances: What performances! Tom Hanks played a wonderful role in what is arguably his best film and his best performance. But not only is his acting real, but the character is what is remarkable. His ingenuity that conquers everyone just makes his return good, but the differences he makes in each person's life. And that is satisfying in a way that we want only good from Forrest Gump, and we see if a person is ""innocent and naive"" is definitely not a problem. The guy is so freaking badass that he taught Elvis Presley to dance, he was arguably the best football player in history, a war hero, rich, owner of a shrimp company, he changed people's lives, had a smart son and the damn for four ...The technical aspects of the film are good too, the cinematography of the film in general is not to be desired, the script is magnificent, but it has some flaws. And the way the film gets involved with a mixture of genres is quite unique."
4 December 2019,alchimiller,3,4,10,Brilliant piece of movie culture,"The very definition of epic. This is the greatest movie of all time in my opinion. It has everything, comedy, romance, tragedy, and spans the globe in this epic fiction tale that ties in with real world events. The music has to be the best in any movie ever. It's moral is great too, it's about a man who wasn't given anything and had to fight for everything. He came from almost nothing and became the most influential and morally upright person ever born. He is everything I wish I could be, the greatest man to ever walk to the Earth. The Dos Equis guy doesn't have anything on Forrest Gump. Forrest is the most interesting man in the world, just ask the people at that bus stop. I've seen the movie at least a dozen times and I still cry when his Momma dies, when Bubba dies, and when Jenny dies and he's at her grave talking about their son. I don't understand why this movie is so low on the rating scale."
19 February 2019,Silent_Cal,1,1,7,Life is Like a Box of Chocolates That You Totally Just Got for Free,"""Forrest Gump"" is a classic movie that everyone's seen a dozen times, and if you haven't you probably know all the quotes: You've heard ""Run, Forrest, run"" and ""Life is like a box of chocolates"" and so on, and you've heard impressions of Tom Hanks's slow Southern drawl in varying degrees of similitude and awfulness. The movie ambles charmingly along with its protagonist, following him from Alabama to Vietnam to a Louisiana shrimp boat, watching him meet presidents and celebrities, and regularly churning out life lessons. A charming, amiable sort of movie, if only those life lessons weren't so sickening.Forrest never does much of anything, but wonderful things just keep happening to him. His miraculous sprinting earns him a college football scholarship, and he meets John Kennedy after the championship game. He joins the army and goes off to the Vietnam War, where he wins the Medal of Honor. He becomes a wealthy shrimp-boat captain after surviving a hurricane, also rather miraculously. Everything just keeps getting better for him.Meanwhile, his single mother is stricken with cancer, and dies. His childhood friend Jenny, after struggling with drugs, gets AIDS and dies. His army friend Bubba is killed in Vietnam. His other friend, Lieutenant Dan, gets off easy by comparison, only losing his legs and spending much of the film in a wheelchair.The obvious and unequivocal message of all this is that it was good to be a straight white man in America in the second half of the twentieth century. The movie's two women both live hard lives and die young, as does Bubba, who is black. Lieutenant Dan is white, by the way.Forrest is oblivious to nearly everything. Good things are handed to him, like that box of chocolates or the Apple stock he just happened to come by. He even accidentally inspires the iconic yellow smiley face.Looking at it this way, it's less of a nostalgic trip down our collective memory lane and more of a scathing satire on the inequities of American society. Someone should tell the folks who keep posting this on their ""Best Conservative Movies"" lists."
15 March 2020,a-85826,1,1,9,i just want to run,"A feather fluttered in the sky, flew across the treetops, and flew towards the blue. At the foot of Forrest Gam, A-Gump sandwiched it into his favorite book. He was sitting in Savannah On a bench in the state, the passersby who were waiting for the bus in the same seat kept telling the story of their life. After reading this story over and over again, I always felt the same shocking after reading it, just like A-Gump said ""I want to run, I just want to run."""
3 April 2010,josemedeirosforsenate13,3,5,10,One of my favorite all time films!,"All I can say is that I love this movie! Tom Hanks is such a wonderful actor. The very beautiful Robin Wright was perfect for this part, she always loved Forrest, but just was never really in love with him, and ends up jumping around from guy to guy looking for love and drugs as a adolescent sexually abused flower child of the 1960's. Although Forest was born with a learning disorder, he goes on to accomplish great things, and meet some of histories most notable figures of the 1950's, 1960's and 1970's such as President John F. Kennedy, President Lyndon Johnson, President Richard Nixon, Governor George Wallace, before he is shot, leaders of the Black Panthers, Elvis Presley and Forrest even receives the Medal of Honor for selfishly saving the lives of his fellow platoon members during Vietnam war.After Forrest's return to civilian life, he goes on to start a shrimping company named the Bubba Gump shrimping company with his former Lt. Colonel, who thn wisely invests the companies profits in a small start up in Silicon Valley called Apple computer.Although Forrest accomplishes success in life, deep inside all he really wants is to marry Jenny, his child hood friend and first love, and have a family. The story takes an interesting twist when Jenny is diagnosed with a disease that we can only assume may be AIDS due to her care free and irresponsible drug use and numerous sexual partners over the years.Such a movie, although fictional inspires all us to strive to be good hearted and kind, in a child like manner as Forrest Gump is. This film is a modern day classic that you can watch over and over again.Jose F. Medeiros"
15 April 2020,u-86036,1,1,9,The power of pure,"Forrest Gump is so unique because of the character Forrest Gump himself, who has a low IQ of only 75. I love that Forrest doesn't lose his innocence and purity throughout the movie, or maybe he just can't but either way, this shows you don't need to be evil or really intelligent to be recognised or successful. It is just a movie, so maybe it doesn't work like that in reality. What that simply means is that the acting and story of this film was incredibly touching on a real level. And in my definition that's what a good movie should be able to do."
3 February 2016,leonardo-beltrame,5,8,10,A must watch,"To get a 10 from me, a movie needs to be practically perfect in all aspects that I consider of the utmost importance: screenplay, acting, characters, technical achievement and soundtrack. Forrest Gump achieves that task. First of all, I think screenplay and characters ought to be analyzed together. The story of this movie is absolutely brilliant on its surface. The idea of displaying a naive and low IQ man who witnesses some of the biggest events of the US history during the second half of the XX century was perfectly performed. It was undoubtedly one of the most amusing things that I've ever seen on the screen. However, the movie was for me something beyond that. Forrest Gump, as being the simplest man you could ever imagine, represents the human being at its ""purest condition"". Gump does everything that we would do in the same situation if we weren't pressured by conventions established by society. Most people start drinking beer, for instance, not because they like it, but because they need acceptance from others. Forrest's case is different: he drinks Coke because it tastes better. He decides to mow the lawn because he likes it, regardless of other people's thoughts about that. He loves Jenny without any prejudice or shame, even though she only looks for him when she needs him desperately, representing the rest of the corrupted human race. Summing up, he follows his primal instinct and he is unconsciously immune of everything else. This makes Forrest Gump one of the nicest and well written characters of all time.Nothing would be the same, of course, if it wasn't Tom Hanks in the leading role. He is astonishing, vanishing completely inside the character. Robin Wright is also perfect as Jenny, being able to perform a large amount of feelings among almost two hours and a half. Gary Sinise and Sally Field are also great. Michael Conner Humphreys and Hanna Hall, who performed young Gump and young Jenny, caught our attention from the very beginning.Robert Zemeckis and his team made the movie of their carriers. The visual effects were revolutionary, placing Gump alongside John F. Kennedy and John Lennon and making the audience burst out laughing. Moreover, the rhythm and the editing were perfect and the cinematography was impressive. The soundtrack is also a differential, because it follows perfectly the passage of time. Hence, we enjoy some of the best hits of the 60s, the 70s and the 80s. The original score deserves a mention too. It's simple, beautiful and fits perfectly with the scenes where it appears. Forrest Gump is directed brilliantly, has memorable characters, astonishing and captivating performances, an original and magnificent plot and a marvelous soundtrack. Surely one of the best movies ever made.Vote: 10."
9 February 2012,lalitdevraj,1,1,8,Better than I expected,"Forrest Gump was one of those movies which I thought would be 'alright', but turned out to be better than that. The role Tom Hanks plays and how he does justice to the character is impressive. Throughout a multitude of scenarios, the story of Forrest Gump truly keeps one entertained if not excited about what will happen next. Interestingly, a rather long movie, it did not make me feel ""When will this get over?"". Not that I always ask this rhetoric question, mind you, but overall time passes without consideration of a break.With rather random occurrences, it is quite instigating to the viewer what is going to happen next. By not out of the blue but a frenzy of events which are not to be thought would happen in that chronological manner, this movie not only surprises but changes viewpoints. It delves with multiple issue, no matter how discreet and implicated.Generally, the genre of this movie applies to me but to see these genres posed like this truly enlightened me and rather than judging it harshly, made me reconsider to what extents the listed genres may apply to all cinema."
29 February 2020,job-matt,1,1,10,Great is all that needs be said. An unusual look at recent American history.,One of the best movies with one of the best actors of all time. Great writing great acting and a screen play that will surely stir emotions. I can't imagine why anyone would give this movie 1 star. The digital effects alone would be 6 stars(fairly advanced for 1994) Spoiler alert! I guess if all can't live happily ever after you lower your rating. Still an amazing movie after seeing multiple times and 16 years later still a wonderful way to spend a couple of hours
25 March 2020,a-70925,1,1,9,great,"South Alabama fool forrest gump, a lifetime love of a woman is Jenny, from small to large, forrest gump and Jenny are good friends they go to school together, grow up together, and finally even though miles apart but forrest gump has always been in love with Jenny, no matter what she do, no matter who she is, no matter how old she gets more ugly, no matter where she and forrest gump in which south Alabama home all the time, miss his girl day, day and night waiting for Jenny's return.
This is forrest gump, this is his love, this is his Jenny."
